ticket_key,issue_type,severity
12404,Card Problem,High
12405,Billing,Low
12406,App Bug,Critical
12407,Card Problem,Medium
12408,App Bug,Low
12409,App Bug,Medium
12410,Fraud Alert,High
12411,App Bug,High
12412,Card Problem,Low
12413,Loan Query,High
12414,Login Issue,Medium
12415,Login Issue,Low
12416,App Bug,Low
12417,App Bug,Low
12418,Card Problem,High
12419,App Bug,Medium
12420,App Bug,High
12421,Card Problem,High
12422,Billing,Medium
12423,Billing,Medium
12424,Loan Query,Low
12425,Card Problem,Critical
12426,App Bug,Low
12427,Login Issue,High
12429,Fraud Alert,Low
12430,Card Problem,High
12431,Loan Query,Low
12432,App Bug,Low
12433,Loan Query,Medium
12434,Loan Query,High
12435,Loan Query,High
12436,Fraud Alert,Low
12437,Card Problem,Low
12438,Loan Query,High
12439,Fraud Alert,Low
12440,Fraud Alert,Low
12441,Card Problem,Low
12442,Loan Query,Medium
12443,Fraud Alert,Medium
12444,Fraud Alert,Low
12445,Fraud Alert,Medium
12446,Login Issue,Medium
12447,Card Problem,High
12448,App Bug,Low
12449,Loan Query,Low
12450,Fraud Alert,Critical
12451,Card Problem,Critical
12452,App Bug,Medium
12453,Card Problem,Critical
12454,App Bug,Medium
12455,Fraud Alert,Medium
12456,Loan Query,High
12457,Card Problem,Critical
12458,Billing,Low
12459,App Bug,Low
12460,Login Issue,Medium
12461,Fraud Alert,High
12463,App Bug,Medium
12464,App Bug,Low
12465,App Bug,Critical
12466,Loan Query,Low
12467,Billing,High
12468,Card Problem,High
12469,App Bug,Medium
12470,App Bug,Medium
12471,Card Problem,High
12472,App Bug,Medium
12473,Fraud Alert,Critical
12474,Billing,Medium
12475,Loan Query,Critical
12476,App Bug,Low
12477,Login Issue,Medium
12478,Billing,Low
12479,Loan Query,Medium
12480,Billing,Low
12481,Billing,Medium
12482,Loan Query,High
12483,Login Issue,Low
12484,Loan Query,Low
12485,Fraud Alert,Low
12486,Card Problem,Low
12487,App Bug,Medium
12488,Billing,Medium
12489,Billing,Medium
12490,App Bug,Critical
12491,App Bug,Medium
12492,Card Problem,Medium
12493,Billing,Medium
12494,Login Issue,Low
12496,Billing,Low
12497,Loan Query,High
12498,Login Issue,Medium
12499,Card Problem,Low
12500,Fraud Alert,Medium
12502,Fraud Alert,High
12503,Billing,High
12504,Card Problem,Low
12505,Billing,Low
12506,Card Problem,High
12507,Fraud Alert,High
12508,Login Issue,Medium
12509,Billing,Medium
12510,Login Issue,Low
12511,Billing,Medium
12512,App Bug,Low
12513,Fraud Alert,High
12514,Login Issue,High
12515,Loan Query,Medium
12516,Loan Query,Medium
12517,Billing,Low
12518,Login Issue,Low
12519,Loan Query,Medium
12520,Card Problem,Medium
12521,Loan Query,High
12522,Fraud Alert,Medium
12523,Card Problem,Medium
12524,App Bug,High
12525,Card Problem,High
12526,Billing,Medium
12527,Loan Query,Medium
12528,Loan Query,Low
12529,App Bug,High
12530,Billing,Medium
12531,Card Problem,Low
12532,App Bug,Low
12533,Fraud Alert,Medium
12534,Card Problem,Medium
12535,Fraud Alert,Medium
12536,Fraud Alert,Low
12537,Fraud Alert,Low
12538,Loan Query,Medium
12539,App Bug,Low
12540,Billing,Low
12541,Login Issue,Low
12542,Loan Query,Medium
12543,Login Issue,High
12544,Login Issue,High
12545,Login Issue,High
12546,Card Problem,High
12547,Card Problem,Medium
12548,Card Problem,Medium
12549,App Bug,Critical
12550,Card Problem,Critical
12551,Loan Query,Low
12552,Fraud Alert,Low
12553,Loan Query,Low
12554,Card Problem,Low
12555,Card Problem,Low
12556,Fraud Alert,Critical
12557,App Bug,Low
12558,App Bug,Medium
12559,Login Issue,Medium
12560,App Bug,High
12561,Card Problem,Medium
12562,Fraud Alert,Low
12563,Login Issue,Low
12564,Login Issue,Low
12565,Card Problem,Medium
12566,App Bug,Low
12567,Loan Query,Low
12568,App Bug,Medium
12569,Card Problem,Medium
12570,Card Problem,High
12571,Card Problem,Low
12572,Card Problem,Medium
12573,App Bug,Low
12574,Loan Query,Critical
12575,Login Issue,High
12576,Loan Query,High
12577,Billing,Medium
12578,Card Problem,High
12579,Loan Query,High
12580,App Bug,Medium
12581,Loan Query,Medium
12582,Login Issue,Medium
12583,Card Problem,High
12584,Fraud Alert,Low
12585,Fraud Alert,Medium
12586,Loan Query,Medium
12587,Fraud Alert,Low
12588,Loan Query,Medium
12590,Card Problem,Medium
12591,Login Issue,Low
12592,Login Issue,Medium
12593,Fraud Alert,Low
12594,Login Issue,Critical
12595,Card Problem,Low
12596,Fraud Alert,Low
12598,Billing,Medium
12599,Billing,Critical
12600,Billing,Critical
12601,Loan Query,Medium
12602,Login Issue,Low
12603,Card Problem,High
12604,App Bug,Medium
12605,Loan Query,Medium
12606,App Bug,Medium
12607,Loan Query,Medium
12608,Billing,High
12609,Billing,Low
12610,Loan Query,Low
12611,App Bug,Low
12612,Login Issue,Low
12613,App Bug,Medium
12614,Login Issue,Low
12615,Card Problem,Medium
12616,Card Problem,Low
12617,Fraud Alert,High
12618,App Bug,Low
12619,Card Problem,Low
12620,App Bug,Low
12621,App Bug,Medium
12622,Loan Query,High
12623,App Bug,Medium
12624,Billing,Low
12626,Card Problem,Medium
12627,Billing,Critical
12628,Card Problem,Low
12629,App Bug,Medium
12630,Loan Query,Medium
12631,Fraud Alert,Low
12632,App Bug,High
12633,Card Problem,Medium
12634,Billing,Medium
12635,Loan Query,Low
12636,App Bug,Low
12637,Login Issue,Medium
12638,Billing,Medium
12639,Fraud Alert,Low
12640,Card Problem,Medium
12641,Billing,High
12642,Billing,Medium
12643,Loan Query,Low
12644,Login Issue,High
12645,Fraud Alert,Low
12646,App Bug,Medium
12647,Fraud Alert,Medium
12648,Card Problem,High
12649,Loan Query,Low
12650,Login Issue,Low
12651,App Bug,Low
12652,Fraud Alert,Medium
12653,Card Problem,High
12654,App Bug,Low
12656,Loan Query,Critical
12657,Billing,Medium
12658,Login Issue,Medium
12659,Login Issue,Low
12660,Login Issue,Medium
12661,Loan Query,Medium
12662,Card Problem,Low
12663,Card Problem,Medium
12664,Login Issue,Medium
12665,Card Problem,Medium
12666,Login Issue,High
12667,Login Issue,Low
12668,Fraud Alert,Low
12669,Loan Query,Medium
12670,Billing,Low
12671,Loan Query,Low
12672,App Bug,Low
12673,Fraud Alert,Low
12674,Billing,Medium
12675,Fraud Alert,Low
12676,Fraud Alert,Medium
12677,Loan Query,Medium
12678,Fraud Alert,Low
12679,Billing,Critical
12680,Login Issue,Low
12681,Loan Query,Low
12682,Fraud Alert,Medium
12683,Loan Query,Medium
12684,App Bug,Low
12685,Card Problem,Medium
12686,Card Problem,High
12688,Login Issue,Low
12689,App Bug,Low
12690,Fraud Alert,Low
12691,App Bug,Low
12692,Fraud Alert,Medium
12693,Card Problem,Low
12694,Card Problem,Medium
12695,Billing,Low
12696,Login Issue,High
12697,App Bug,Low
12698,Fraud Alert,High
12699,Fraud Alert,Low
12700,Login Issue,Medium
12701,Card Problem,Low
12702,Loan Query,Low
12703,Card Problem,Low
12704,Billing,Medium
12705,Billing,Low
12706,Loan Query,High
12707,Fraud Alert,Medium
12708,Billing,Medium
12709,Billing,High
12710,Login Issue,High
12711,Fraud Alert,Low
12712,Fraud Alert,Low
12713,Billing,Medium
12714,Fraud Alert,Medium
12715,Login Issue,Critical
12716,Login Issue,Medium
12717,Fraud Alert,Low
12718,Billing,Critical
12719,Billing,Medium
12720,Card Problem,Low
12721,Login Issue,Medium
12722,Fraud Alert,Medium
12723,Card Problem,Low
12724,Login Issue,Low
12725,App Bug,Low
12726,App Bug,High
12727,Login Issue,Medium
12728,Billing,Medium
12729,App Bug,High
12730,Loan Query,Low
12731,App Bug,Medium
12732,Fraud Alert,Medium
12733,Fraud Alert,High
12734,Fraud Alert,Low
12735,Login Issue,High
12736,Fraud Alert,Medium
12737,Loan Query,High
12738,Billing,Medium
12739,Fraud Alert,Medium
12740,Loan Query,Low
12741,Loan Query,Critical
12742,Billing,Low
12743,Billing,Medium
12744,App Bug,Low
12745,App Bug,Low
12746,App Bug,Low
12747,Billing,Low
12748,Billing,High
12749,Card Problem,Critical
12750,Billing,Medium
12751,Billing,Low
12752,Loan Query,Low
12753,Fraud Alert,Medium
12754,Login Issue,Medium
12755,Card Problem,Low
12756,Login Issue,Medium
12757,Login Issue,High
12758,Card Problem,Low
12759,Fraud Alert,Low
12760,Billing,Low
12761,Loan Query,High
12762,Loan Query,Low
12763,Loan Query,Low
12764,Loan Query,Low
12765,Fraud Alert,Medium
12766,Card Problem,Medium
12767,Loan Query,High
12768,App Bug,Medium
12769,Login Issue,High
12770,Billing,Medium
12771,Billing,Low
12772,App Bug,Low
12773,App Bug,Medium
12774,Fraud Alert,Medium
12775,Loan Query,Low
12776,Billing,Medium
12777,Login Issue,Medium
12778,Fraud Alert,Low
12779,Card Problem,Critical
12780,Fraud Alert,Low
12782,App Bug,Low
12783,Card Problem,Low
12784,Billing,Low
12785,Card Problem,Medium
12786,App Bug,Low
12787,Login Issue,High
12788,Fraud Alert,High
12789,Card Problem,High
12790,App Bug,High
12791,Login Issue,Low
12792,Billing,Medium
12793,Billing,Low
12794,Loan Query,Low
12795,Login Issue,Low
12796,App Bug,Low
12797,App Bug,Low
12799,Login Issue,Medium
12800,Billing,Medium
12801,Login Issue,Critical
12802,Card Problem,Medium
12803,Login Issue,Medium
12804,Fraud Alert,Medium
12805,Card Problem,High
12806,Fraud Alert,High
12807,Login Issue,Low
12808,Fraud Alert,High
12809,Fraud Alert,Low
12810,Login Issue,Medium
12811,Card Problem,Low
12812,Fraud Alert,Low
12813,Billing,High
12814,App Bug,Medium
12815,Billing,Medium
12816,App Bug,High
12817,App Bug,Medium
12818,Card Problem,Low
12819,Login Issue,Low
12820,Fraud Alert,Low
12821,Billing,Low
12822,Fraud Alert,Medium
12823,Card Problem,Medium
12824,Billing,Medium
12825,Billing,Low
12826,Login Issue,Low
12827,Login Issue,Medium
12828,Billing,Medium
12829,Card Problem,High
12830,Loan Query,Low
12832,Billing,Medium
12833,Fraud Alert,High
12834,App Bug,Low
12835,App Bug,High
12836,Card Problem,Medium
12837,Loan Query,Low
12838,Billing,Medium
12839,Card Problem,Low
12840,App Bug,Low
12841,App Bug,Low
12842,Billing,Medium
12843,Loan Query,Low
12844,Billing,High
12845,Fraud Alert,Medium
12846,Fraud Alert,High
12847,Loan Query,Low
12848,App Bug,Medium
12849,Card Problem,Low
12850,Fraud Alert,Medium
12851,Billing,Critical
12852,Card Problem,Critical
12853,App Bug,Medium
12854,Loan Query,Medium
12855,Fraud Alert,Medium
12856,Loan Query,Low
12857,Loan Query,Low
12858,Loan Query,Medium
12859,Login Issue,Medium
12860,Fraud Alert,Medium
12861,Fraud Alert,Medium
12862,Login Issue,Low
12863,Login Issue,Medium
12864,App Bug,Low
12865,Loan Query,Low
12866,Billing,Low
12867,Card Problem,Low
12868,App Bug,Medium
12869,Login Issue,High
12870,Billing,High
12871,Fraud Alert,Medium
12872,Card Problem,Medium
12873,App Bug,Medium
12874,Card Problem,Low
12875,App Bug,Medium
12876,Login Issue,High
12877,Card Problem,High
12878,Fraud Alert,High
12879,Loan Query,Low
12880,App Bug,Low
12881,App Bug,High
12882,Loan Query,High
12883,Loan Query,Medium
12884,Login Issue,Low
12885,Fraud Alert,Critical
12886,Login Issue,Critical
12887,Fraud Alert,Low
12888,Loan Query,High
12889,Login Issue,Low
12890,Fraud Alert,Low
12891,Billing,High
12892,Login Issue,Medium
12893,Login Issue,Low
12895,Loan Query,Low
12897,Card Problem,Medium
12899,Billing,Low
12900,Card Problem,Low
12901,Card Problem,High
12902,Loan Query,Medium
12903,Login Issue,High
12905,App Bug,Medium
12906,Loan Query,Medium
12907,App Bug,Low
12908,Billing,Medium
12909,Card Problem,Low
12910,Loan Query,Low
12911,Loan Query,Low
12912,Fraud Alert,Low
12913,Fraud Alert,High
12914,Loan Query,Low
12916,App Bug,Medium
12917,Loan Query,High
12918,Login Issue,Low
12919,Fraud Alert,Low
12920,Login Issue,High
12921,Billing,Medium
12922,Fraud Alert,High
12923,Loan Query,Low
12924,Billing,Medium
12926,App Bug,High
12927,Login Issue,Low
12928,Billing,Medium
12929,Billing,Low
12930,Fraud Alert,High
12931,Card Problem,Low
12932,Login Issue,Medium
12933,Loan Query,High
12934,Card Problem,High
12935,Fraud Alert,Low
12936,Billing,Low
12937,Login Issue,High
12938,Loan Query,Low
12939,App Bug,High
12940,Billing,Low
12941,Billing,Low
12942,Login Issue,Low
12943,Fraud Alert,Low
12944,Fraud Alert,Low
12945,Billing,Low
12946,App Bug,Medium
12947,Login Issue,Low
12948,Card Problem,Critical
12949,Login Issue,Low
12950,Fraud Alert,High
12951,Fraud Alert,Low
12952,Fraud Alert,Medium
12953,Login Issue,Low
12954,Fraud Alert,High
12955,Card Problem,Medium
12956,App Bug,Low
12957,Loan Query,High
12958,Billing,Medium
12959,Loan Query,Low
12960,Card Problem,Low
12961,Card Problem,Medium
12962,Card Problem,Low
12963,Billing,Low
12964,Card Problem,Medium
12965,App Bug,Low
12966,Fraud Alert,Medium
12967,Billing,Medium
12968,App Bug,High
12969,Card Problem,Low
12970,Billing,Medium
12971,Card Problem,Medium
12972,Fraud Alert,Low
12973,Fraud Alert,Medium
12974,Login Issue,Low
12975,Login Issue,Low
12976,App Bug,Low
12977,Billing,High
12978,Fraud Alert,Critical
12979,Loan Query,High
12980,Card Problem,Medium
12981,Fraud Alert,Low
12982,Loan Query,Critical
12983,Billing,High
12984,Fraud Alert,Critical
12985,Fraud Alert,Medium
12986,App Bug,Low
12987,App Bug,Critical
12988,Login Issue,Medium
12989,App Bug,Critical
12990,Fraud Alert,Medium
12991,App Bug,Low
12992,Login Issue,Medium
12993,App Bug,Low
12994,Billing,Low
12995,Card Problem,High
12996,Card Problem,Low
12997,Billing,High
12998,Login Issue,Medium
12999,App Bug,Medium
13000,Login Issue,Critical
13001,Fraud Alert,Medium
13002,Loan Query,High
13003,Card Problem,High
13004,Billing,Medium
13005,Fraud Alert,Low
13006,Billing,Medium
13007,Login Issue,Medium
13008,Login Issue,Medium
13009,Fraud Alert,Medium
13010,Billing,High
13011,Card Problem,Low
13012,Loan Query,High
13013,Loan Query,Medium
13014,App Bug,Medium
13015,Billing,Low
13016,Login Issue,Low
13017,Login Issue,Medium
13018,Login Issue,Low
13019,App Bug,Low
13020,Card Problem,Low
13021,Fraud Alert,Low
13023,Fraud Alert,Low
13024,App Bug,High
13025,Loan Query,High
13026,Fraud Alert,Low
13027,Fraud Alert,Low
13028,Loan Query,Low
13029,Fraud Alert,High
13030,Loan Query,Low
13031,Fraud Alert,Medium
13032,Loan Query,Medium
13033,Fraud Alert,Critical
13034,Fraud Alert,High
13035,Billing,High
13036,App Bug,Low
13037,Loan Query,High
13038,Card Problem,Medium
13039,Card Problem,Low
13040,Billing,Medium
13041,Card Problem,Low
13042,Fraud Alert,Low
13043,Loan Query,Low
13044,Login Issue,High
13045,Fraud Alert,Low
13047,Loan Query,High
13048,Loan Query,Low
13049,Fraud Alert,Medium
13050,Card Problem,High
13051,App Bug,Critical
13052,Loan Query,High
13053,Login Issue,Low
13054,Login Issue,Low
13055,Loan Query,Low
13056,Billing,Low
13057,Login Issue,Low
13058,Loan Query,Medium
13059,App Bug,Medium
13060,Loan Query,Medium
13061,Loan Query,High
13062,Loan Query,Low
13063,Billing,Low
13064,Loan Query,Low
13065,App Bug,Low
13066,Loan Query,Medium
13067,App Bug,Medium
13068,App Bug,High
13069,App Bug,Medium
13070,Loan Query,Low
13071,Login Issue,High
13072,Billing,Medium
13073,Login Issue,Low
13074,Billing,High
13075,Card Problem,Critical
13076,Card Problem,Medium
13077,App Bug,Medium
13079,Billing,Low
13080,Billing,Low
13081,Fraud Alert,High
13082,Billing,High
13083,Loan Query,High
13084,Fraud Alert,Low
13085,Login Issue,Medium
13086,Card Problem,Low
13087,Login Issue,Medium
13088,Billing,Medium
13089,Loan Query,High
13090,Loan Query,Low
13091,Loan Query,Medium
13092,Card Problem,Medium
13093,Loan Query,Low
13094,Billing,Medium
13095,Billing,Low
13096,App Bug,Medium
13097,App Bug,High
13098,Login Issue,High
13099,Fraud Alert,Medium
13100,Fraud Alert,Low
13101,App Bug,Low
13102,Billing,Low
13103,App Bug,Medium
13104,Loan Query,High
13105,Login Issue,Low
13106,Loan Query,Critical
13107,App Bug,Medium
13108,App Bug,Low
13109,Billing,Low
13110,Loan Query,Low
13111,App Bug,Medium
13112,Fraud Alert,Medium
13113,Card Problem,High
13114,Loan Query,Low
13115,Billing,Low
13116,Loan Query,High
13118,Card Problem,Low
13119,Card Problem,Low
13120,Card Problem,High
13121,Billing,Low
13122,App Bug,Medium
13123,Billing,Low
13124,Login Issue,Medium
13125,Login Issue,Low
13126,Fraud Alert,High
13127,Card Problem,Low
13128,Billing,Medium
13129,Card Problem,Low
13130,Login Issue,Medium
13131,Fraud Alert,Low
13132,Loan Query,Medium
13133,Card Problem,High
13134,App Bug,Low
13135,Card Problem,Low
13136,Billing,Medium
13137,App Bug,Low
13139,Fraud Alert,Low
13140,Loan Query,High
13141,Card Problem,High
13142,App Bug,Medium
13143,App Bug,Medium
13144,Card Problem,Low
13145,Card Problem,Medium
13146,Card Problem,Medium
13147,Fraud Alert,Medium
13148,Card Problem,Low
13149,Card Problem,Medium
13150,Login Issue,Low
13151,Login Issue,High
13152,Fraud Alert,Medium
13153,Billing,High
13154,App Bug,High
13155,App Bug,Medium
13156,Billing,Low
13157,Fraud Alert,Low
13158,Billing,Low
13159,Card Problem,Medium
13160,Login Issue,Low
13161,App Bug,Low
13162,Fraud Alert,Medium
13163,Login Issue,Medium
13164,App Bug,Low
13166,App Bug,Medium
13167,Loan Query,Low
13168,Billing,Low
13169,Billing,Low
13170,App Bug,High
13171,Fraud Alert,Medium
13172,Card Problem,Low
13173,Loan Query,Medium
13174,Billing,Low
13175,Billing,High
13176,Billing,Medium
13177,Billing,Medium
13178,Loan Query,Low
13179,Fraud Alert,Medium
13180,Card Problem,High
13181,Card Problem,High
13182,Card Problem,High
13183,Card Problem,High
13184,Card Problem,Low
13185,App Bug,Low
13186,Card Problem,Medium
13187,Fraud Alert,Low
13188,Fraud Alert,Low
13189,App Bug,Low
13190,Login Issue,High
13191,Billing,Medium
13192,Card Problem,High
13193,Card Problem,High
13194,Fraud Alert,Low
13195,Login Issue,Critical
13196,Login Issue,Medium
13197,Card Problem,High
13198,Login Issue,Low
13199,App Bug,Low
13200,App Bug,High
13201,Login Issue,High
13202,Card Problem,Low
13203,Loan Query,Critical
13204,Billing,Medium
13205,Billing,High
13206,Fraud Alert,Low
13208,Login Issue,Medium
13209,Billing,Medium
13210,Card Problem,High
13212,Login Issue,Medium
13213,Loan Query,High
13214,Loan Query,High
13215,Billing,Low
13216,Card Problem,Low
13217,Card Problem,Low
13218,Login Issue,Critical
13219,Billing,Low
13220,Fraud Alert,Medium
13221,Billing,Critical
13222,Loan Query,High
13223,Billing,Medium
13224,App Bug,Medium
13225,Billing,Low
13226,Login Issue,Medium
13227,Fraud Alert,Low
13228,App Bug,Medium
13229,Loan Query,Medium
13230,Card Problem,High
13231,Card Problem,Low
13232,Loan Query,Low
13233,Card Problem,High
13234,Fraud Alert,High
13235,Card Problem,Medium
13236,Billing,Medium
13238,Loan Query,Low
13239,Login Issue,Low
13240,Fraud Alert,Low
13241,Billing,Low
13242,Card Problem,Medium
13243,Loan Query,Low
13244,App Bug,Medium
13245,App Bug,High
13246,Loan Query,Medium
13247,Login Issue,Medium
13248,App Bug,Medium
13249,Card Problem,Medium
13250,Login Issue,Critical
13251,Fraud Alert,High
13252,Billing,Low
13253,App Bug,Critical
13254,Loan Query,Medium
13255,Card Problem,Low
13256,Loan Query,Low
13257,App Bug,High
13258,Fraud Alert,Low
13259,Login Issue,Low
13260,Login Issue,Medium
13261,Loan Query,Medium
13262,Billing,Low
13263,Billing,Medium
13264,Fraud Alert,High
13265,Billing,High
13266,App Bug,Low
13267,Loan Query,Medium
13268,Billing,Low
13269,App Bug,Medium
13270,Billing,Low
13271,App Bug,Low
13272,Login Issue,High
13273,App Bug,Low
13274,App Bug,Low
13275,Loan Query,Medium
13276,Card Problem,Low
13277,Loan Query,Medium
13278,Billing,Critical
13279,App Bug,Medium
13280,Fraud Alert,Critical
13281,Fraud Alert,Low
13282,Billing,Low
13283,App Bug,Low
13284,Fraud Alert,Medium
13285,Loan Query,Low
13286,App Bug,Medium
13287,App Bug,Low
13288,Fraud Alert,Low
13289,Loan Query,Critical
13290,App Bug,High
13291,App Bug,Critical
13292,Login Issue,High
13293,Loan Query,Medium
13294,Login Issue,High
13295,Fraud Alert,Medium
13296,Loan Query,Low
13297,App Bug,Low
